

 1D internal forces





Type Name	Name	1D internal forces
1D internal forces	1D internal forces	See table 1

Table 1
Type Name	1D internal forces
1D internal forces	Linear calculation  Combination: ULS-Set B (auto)  Coordinate system: Principal  Extreme 1D: Member  Selection: All    See table 2

Table 2
Name	dx  [m]	Case	N  [kN]	V_{y}  [kN]	V_{z}  [kN]	M_{x}  [kNm]	M_{y}  [kNm]	M_{z}  [kNm]
B545	1.971-	1	ULS-Set  B  (auto)/1	0.0	-3.4	3.4
B545	1.971+	13	ULS-Set  B  (auto)/2	0.0	-33.5	33.5
B546	1.971-	1	ULS-Set  B  (auto)/1	0.0	-18.6	18.6
B546	1.971+	13	ULS-Set  B  (auto)/2	0.0	-52.7	52.7
B547	1.967-	1	ULS-Set  B  (auto)/1	0.0	-33.7	33.7
B547	1.967+	13	ULS-Set  B  (auto)/2	0.0	-71.4	71.4
B548	1.958-	1	ULS-Set  B  (auto)/1	0.0	-47.4	47.4
B548	1.958+	13	ULS-Set  B  (auto)/2	0.0	-88.0	88.0
B549	1.946-	1	ULS-Set  B  (auto)/1	0.0	-57.0	57.0
B549	1.946+	13	ULS-Set  B  (auto)/2	0.0	-99.0	99.0
B550	1.930+	1	ULS-Set  B  (auto)/1	0.0	-63.9	63.9
B550	1.930-	13	ULS-Set  B  (auto)/2	0.0	-106.3	106.3
B551	1.930-	1	ULS-Set  B  (auto)/1	0.0	-72.4	72.4
B551	1.930+	13	ULS-Set  B  (auto)/2	0.0	-123.4	123.4
B552	1.946-	1	ULS-Set  B  (auto)/1	0.0	-64.1	64.1
B552	1.946+	13	ULS-Set  B  (auto)/2	0.0	-114.9	114.9
B553	1.958-	1	ULS-Set  B  (auto)/1	0.0	-53.4	53.4
B553	1.958+	13	ULS-Set  B  (auto)/2	0.0	-103.0	103.0
B554	1.967-	1	ULS-Set  B  (auto)/1	0.0	-38.4	38.4
B554	1.967+	13	ULS-Set  B  (auto)/2	0.0	-85.1	85.1
B555	1.971-	1	ULS-Set  B  (auto)/1	0.0	-21.8	21.8
B555	1.971+	13	ULS-Set  B  (auto)/2	0.0	-64.9	64.9
B556	1.971-	1	ULS-Set  B  (auto)/1	0.0	-5.1	5.1
B556	1.971+	13	ULS-Set  B  (auto)/2	0.0	-44.1	44.1
B557	1.967-	7	ULS-Set  B  (auto)/1	0.5	0.0	0.6
B557	1.967-	13	ULS-Set  B  (auto)/2	0.0	-24.0	24.0
B558	1.175	12	ULS-Set  B  (auto)/1	0.2	-1.3	1.4
B558	1.958+	1	ULS-Set  B  (auto)/2	33.6	0.0	33.6
B559	1.946-	13	ULS-Set  B  (auto)/1	5.2	0.0	5.2
B559	1.946+	1	ULS-Set  B  (auto)/2	47.2	0.0	47.2
B560	1.158	12	ULS-Set  B  (auto)/1	0.3	-0.6	0.8
B560	1.930+	1	ULS-Set  B  (auto)/2	35.2	0.0	35.2
B561	2.035+	1	ULS-Set  B  (auto)/1	0.0	-20.4	20.4
B561	2.035-	13	ULS-Set  B  (auto)/2	0.0	-56.6	56.6
B562	2.056-	1	ULS-Set  B  (auto)/1	0.0	-9.2	9.2
B562	2.056+	13	ULS-Set  B  (auto)/2	0.0	-44.7	44.7
B563	2.073+	1	ULS-Set  B  (auto)/1	0.0	-1.3	1.3
B563	2.073-	13	ULS-Set  B  (auto)/2	0.0	-37.1	37.1
B564	2.084+	9	ULS-Set  B  (auto)/1	0.0	-1.1	1.1
B564	2.084-	13	ULS-Set  B  (auto)/2	0.0	-31.6	31.6
B565	1.672	7	ULS-Set  B  (auto)/1	1.1	-0.1	1.1
B565	2.090-	13	ULS-Set  B  (auto)/2	0.0	-24.3	24.3
B566	2.090-	6	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B566	2.090+	1	ULS-Set  B  (auto)/2	26.2	0.0	26.2
B567	0.834	13	ULS-Set  B  (auto)/1	1.0	-0.7	1.5
B567	2.084+	1	ULS-Set  B  (auto)/2	35.3	0.0	35.3
B568	1.658	12	ULS-Set  B  (auto)/1	0.3	-0.2	0.4
B568	2.073+	1	ULS-Set  B  (auto)/2	42.3	0.0	42.3
B569	2.056-	13	ULS-Set  B  (auto)/1	3.7	0.0	3.7
B569	2.056+	1	ULS-Set  B  (auto)/2	50.0	0.0	50.0
B570	2.035-	13	ULS-Set  B  (auto)/1	15.9	0.0	15.9
B570	2.035+	1	ULS-Set  B  (auto)/2	66.3	0.0	66.3
B571	2.121+	1	ULS-Set  B  (auto)/1	0.0	-28.3	28.3
B571	2.121-	13	ULS-Set  B  (auto)/2	0.0	-70.3	70.3
B572	2.147+	1	ULS-Set  B  (auto)/1	0.0	-17.0	17.0
B572	2.147-	13	ULS-Set  B  (auto)/2	0.0	-58.6	58.6
B573	2.168+	1	ULS-Set  B  (auto)/1	0.0	-4.4	4.4
B573	2.168-	13	ULS-Set  B  (auto)/2	0.0	-45.1	45.1
B574	2.182+	9	ULS-Set  B  (auto)/1	0.0	-1.1	1.1
B574	2.182-	13	ULS-Set  B  (auto)/2	0.0	-34.8	34.8
B575	0.796	7	ULS-Set  B  (auto)/1	1.8	-0.5	2.1
B575	2.189-	13	ULS-Set  B  (auto)/2	0.0	-25.4	25.4
B576	2.189-	5	ULS-Set  B  (auto)/1	0.7	0.0	0.7
B576	2.189+	1	ULS-Set  B  (auto)/2	30.8	0.0	30.8
B577	1.190	14	ULS-Set  B  (auto)/1	0.6	-0.8	1.2
B577	2.182+	1	ULS-Set  B  (auto)/2	42.0	0.0	42.0
B578	2.168-	13	ULS-Set  B  (auto)/1	3.5	0.0	3.5
B578	2.168+	1	ULS-Set  B  (auto)/2	53.7	0.0	53.7
B579	2.147-	13	ULS-Set  B  (auto)/1	13.7	0.0	13.7
B579	2.147+	1	ULS-Set  B  (auto)/2	67.7	0.0	67.7
B580	2.121-	13	ULS-Set  B  (auto)/1	27.6	0.0	27.6
B580	2.121+	1	ULS-Set  B  (auto)/2	86.0	0.0	86.0
B581	2.186+	1	ULS-Set  B  (auto)/1	0.0	-28.8	28.8
B581	2.186-	13	ULS-Set  B  (auto)/2	0.0	-73.3	73.3
B582	2.216-	1	ULS-Set  B  (auto)/1	0.0	-21.2	21.2
B582	2.216+	13	ULS-Set  B  (auto)/2	0.0	-67.1	67.1
B583	2.239-	1	ULS-Set  B  (auto)/1	0.0	-8.7	8.7
B583	2.239+	13	ULS-Set  B  (auto)/2	0.0	-53.9	53.9
B584	1.230	1	ULS-Set  B  (auto)/1	0.7	-0.6	1.1
B584	2.255-	13	ULS-Set  B  (auto)/2	0.0	-41.1	41.1
B585	1.646	7	ULS-Set  B  (auto)/1	1.4	-0.1	1.5
B585	2.263-	13	ULS-Set  B  (auto)/2	0.0	-28.7	28.7
B586	2.263-	5	ULS-Set  B  (auto)/1	1.5	0.0	1.5
B586	2.263+	1	ULS-Set  B  (auto)/2	34.0	0.0	34.0
B587	1.640	15	ULS-Set  B  (auto)/1	0.6	-0.3	0.8
B587	2.255+	1	ULS-Set  B  (auto)/2	48.5	0.0	48.5
B588	2.239-	13	ULS-Set  B  (auto)/1	8.0	0.0	8.0
B588	2.239+	1	ULS-Set  B  (auto)/2	63.1	0.0	63.1
B589	2.216-	13	ULS-Set  B  (auto)/1	18.6	0.0	18.6
B589	2.216+	1	ULS-Set  B  (auto)/2	77.5	0.0	77.5
B590	2.186-	13	ULS-Set  B  (auto)/1	30.1	0.0	30.1
B590	2.186+	1	ULS-Set  B  (auto)/2	92.5	0.0	92.5
B591	2.226+	1	ULS-Set  B  (auto)/1	0.0	-28.2	28.2
B591	2.226-	13	ULS-Set  B  (auto)/2	0.0	-73.9	73.9
B592	2.258-	1	ULS-Set  B  (auto)/1	0.0	-22.7	22.7
B592	2.258+	13	ULS-Set  B  (auto)/2	0.0	-70.9	70.9
B593	2.283-	1	ULS-Set  B  (auto)/1	0.0	-11.0	11.0
B593	2.283+	13	ULS-Set  B  (auto)/2	0.0	-59.0	59.0
B594	1.533	1	ULS-Set  B  (auto)/1	0.4	-0.5	0.9
B594	2.300-	13	ULS-Set  B  (auto)/2	0.0	-45.3	45.3
B595	2.308-	7	ULS-Set  B  (auto)/1	0.8	0.0	0.8
B595	2.308-	13	ULS-Set  B  (auto)/2	0.0	-31.0	31.0
B596	2.308-	5	ULS-Set  B  (auto)/1	2.0	0.0	2.0
B596	2.308+	1	ULS-Set  B  (auto)/2	36.2	0.0	36.2
B597	2.300-	15	ULS-Set  B  (auto)/1	0.3	0.0	0.3
B597	2.300+	1	ULS-Set  B  (auto)/2	52.7	0.0	52.7
B598	2.283-	13	ULS-Set  B  (auto)/1	10.4	0.0	10.4
B598	2.283+	1	ULS-Set  B  (auto)/2	68.5	0.0	68.5
B599	2.258-	13	ULS-Set  B  (auto)/1	20.7	0.0	20.7
B599	2.258+	1	ULS-Set  B  (auto)/2	82.4	0.0	82.4
B600	2.226-	13	ULS-Set  B  (auto)/1	30.8	0.0	30.8
B600	2.226+	1	ULS-Set  B  (auto)/2	95.4	0.0	95.4
B601	2.239+	1	ULS-Set  B  (auto)/1	0.0	-27.9	27.9
B601	2.239-	13	ULS-Set  B  (auto)/2	0.0	-74.1	74.1
B602	2.272-	1	ULS-Set  B  (auto)/1	0.0	-23.1	23.1
B602	2.272-	13	ULS-Set  B  (auto)/2	0.0	-72.1	72.1
B603	2.297-	1	ULS-Set  B  (auto)/1	0.0	-11.7	11.7
B603	2.297-	13	ULS-Set  B  (auto)/2	0.0	-60.6	60.6
B604	1.929	1	ULS-Set  B  (auto)/1	0.7	-0.1	0.8
B604	2.315-	13	ULS-Set  B  (auto)/2	0.0	-46.8	46.8
B605	2.324-	7	ULS-Set  B  (auto)/1	0.6	0.0	0.6
B605	2.324-	13	ULS-Set  B  (auto)/2	0.0	-31.9	31.9
B606	2.324-	5	ULS-Set  B  (auto)/1	2.2	0.0	2.2
B606	2.324+	1	ULS-Set  B  (auto)/2	36.9	0.0	36.9
B607	2.315-	14	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B607	2.315-	1	ULS-Set  B  (auto)/2	54.1	0.0	54.1
B608	2.298-	13	ULS-Set  B  (auto)/1	11.2	0.0	11.2
B608	2.298-	1	ULS-Set  B  (auto)/2	70.3	0.0	70.3
B609	2.272-	13	ULS-Set  B  (auto)/1	21.3	0.0	21.3
B609	2.272-	1	ULS-Set  B  (auto)/2	83.9	0.0	83.9
B610	2.240-	13	ULS-Set  B  (auto)/1	31.0	0.0	31.0
B610	2.240-	1	ULS-Set  B  (auto)/2	96.2	0.0	96.2
B611	2.226-	1	ULS-Set  B  (auto)/1	0.0	-28.2	28.2
B611	2.226+	13	ULS-Set  B  (auto)/2	0.0	-73.9	73.9
B612	2.258+	1	ULS-Set  B  (auto)/1	0.0	-22.7	22.7
B612	2.258-	13	ULS-Set  B  (auto)/2	0.0	-70.9	70.9
B613	2.283+	1	ULS-Set  B  (auto)/1	0.0	-11.0	11.0
B613	2.283-	13	ULS-Set  B  (auto)/2	0.0	-59.0	59.0
B614	3.066	1	ULS-Set  B  (auto)/1	0.5	-0.5	0.9
B614	2.300-	13	ULS-Set  B  (auto)/2	0.0	-45.3	45.3
B615	2.308-	7	ULS-Set  B  (auto)/1	0.8	0.0	0.8
B615	2.308-	13	ULS-Set  B  (auto)/2	0.0	-31.0	31.0
B616	2.308+	5	ULS-Set  B  (auto)/1	2.0	0.0	2.0
B616	2.308-	1	ULS-Set  B  (auto)/2	36.2	0.0	36.2
B617	2.300+	15	ULS-Set  B  (auto)/1	0.3	0.0	0.3
B617	2.300-	1	ULS-Set  B  (auto)/2	52.7	0.0	52.7
B618	2.283-	13	ULS-Set  B  (auto)/1	10.4	0.0	10.4
B618	2.283+	1	ULS-Set  B  (auto)/2	68.5	0.0	68.5
B619	2.258+	13	ULS-Set  B  (auto)/1	20.7	0.0	20.7
B619	2.258-	1	ULS-Set  B  (auto)/2	82.4	0.0	82.4
B620	2.226-	13	ULS-Set  B  (auto)/1	30.8	0.0	30.8
B620	2.226+	1	ULS-Set  B  (auto)/2	95.4	0.0	95.4
B621	2.186-	1	ULS-Set  B  (auto)/1	0.0	-28.8	28.8
B621	2.186+	13	ULS-Set  B  (auto)/2	0.0	-73.3	73.3
B622	2.216+	1	ULS-Set  B  (auto)/1	0.0	-21.2	21.2
B622	2.216-	13	ULS-Set  B  (auto)/2	0.0	-67.1	67.1
B623	2.239+	1	ULS-Set  B  (auto)/1	0.0	-8.7	8.7
B623	2.239-	13	ULS-Set  B  (auto)/2	0.0	-53.9	53.9
B624	3.279	1	ULS-Set  B  (auto)/1	0.8	-0.5	1.2
B624	2.255-	13	ULS-Set  B  (auto)/2	0.0	-41.1	41.1
B625	1.646	7	ULS-Set  B  (auto)/1	1.4	-0.1	1.5
B625	2.263-	13	ULS-Set  B  (auto)/2	0.0	-28.7	28.7
B626	2.263-	5	ULS-Set  B  (auto)/1	1.5	0.0	1.5
B626	2.263+	1	ULS-Set  B  (auto)/2	34.0	0.0	34.0
B627	2.869	15	ULS-Set  B  (auto)/1	0.6	-0.3	0.8
B627	2.255-	1	ULS-Set  B  (auto)/2	48.5	0.0	48.5
B628	2.239+	13	ULS-Set  B  (auto)/1	8.0	0.0	8.0
B628	2.239-	1	ULS-Set  B  (auto)/2	63.1	0.0	63.1
B629	2.216-	13	ULS-Set  B  (auto)/1	18.6	0.0	18.6
B629	2.216+	1	ULS-Set  B  (auto)/2	77.5	0.0	77.5
B630	2.186-	13	ULS-Set  B  (auto)/1	30.1	0.0	30.1
B630	2.186+	1	ULS-Set  B  (auto)/2	92.5	0.0	92.5
B631	2.121-	1	ULS-Set  B  (auto)/1	0.0	-28.3	28.3
B631	2.121+	13	ULS-Set  B  (auto)/2	0.0	-70.3	70.3
B632	2.147+	1	ULS-Set  B  (auto)/1	0.0	-17.0	17.0
B632	2.147-	13	ULS-Set  B  (auto)/2	0.0	-58.6	58.6
B633	2.168+	1	ULS-Set  B  (auto)/1	0.0	-4.4	4.4
B633	2.168-	13	ULS-Set  B  (auto)/2	0.0	-45.1	45.1
B634	2.182+	9	ULS-Set  B  (auto)/1	0.0	-1.1	1.1
B634	2.182-	13	ULS-Set  B  (auto)/2	0.0	-34.8	34.8
B635	3.582	11	ULS-Set  B  (auto)/1	0.4	-1.9	2.1
B635	2.189-	13	ULS-Set  B  (auto)/2	0.0	-25.4	25.4
B636	2.189+	5	ULS-Set  B  (auto)/1	0.7	0.0	0.7
B636	2.189-	1	ULS-Set  B  (auto)/2	30.8	0.0	30.8
B637	3.173	14	ULS-Set  B  (auto)/1	0.6	-0.8	1.2
B637	2.182+	1	ULS-Set  B  (auto)/2	42.0	0.0	42.0
B638	2.168+	13	ULS-Set  B  (auto)/1	3.5	0.0	3.5
B638	2.168-	1	ULS-Set  B  (auto)/2	53.7	0.0	53.7
B639	2.147+	13	ULS-Set  B  (auto)/1	13.7	0.0	13.7
B639	2.147-	1	ULS-Set  B  (auto)/2	67.7	0.0	67.7
B640	2.121+	13	ULS-Set  B  (auto)/1	27.6	0.0	27.6
B640	2.121-	1	ULS-Set  B  (auto)/2	86.0	0.0	86.0
B641	2.035-	1	ULS-Set  B  (auto)/1	0.0	-20.4	20.4
B641	2.035+	13	ULS-Set  B  (auto)/2	0.0	-56.6	56.6
B642	2.056+	1	ULS-Set  B  (auto)/1	0.0	-9.2	9.2
B642	2.056-	13	ULS-Set  B  (auto)/2	0.0	-44.7	44.7
B643	2.073+	1	ULS-Set  B  (auto)/1	0.0	-1.3	1.3
B643	2.073-	13	ULS-Set  B  (auto)/2	0.0	-37.1	37.1
B644	2.084+	9	ULS-Set  B  (auto)/1	0.0	-1.1	1.1
B644	2.084-	13	ULS-Set  B  (auto)/2	0.0	-31.6	31.6
B645	2.090-	7	ULS-Set  B  (auto)/1	1.1	0.0	1.1
B645	2.090-	13	ULS-Set  B  (auto)/2	0.0	-24.3	24.3
B646	2.090+	6	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B646	2.090+	1	ULS-Set  B  (auto)/2	26.2	0.0	26.2
B647	3.335	13	ULS-Set  B  (auto)/1	1.1	-0.7	1.5
B647	2.084+	1	ULS-Set  B  (auto)/2	35.3	0.0	35.3
B648	2.487	12	ULS-Set  B  (auto)/1	0.3	-0.2	0.4
B648	2.073-	1	ULS-Set  B  (auto)/2	42.3	0.0	42.3
B649	2.056+	13	ULS-Set  B  (auto)/1	3.7	0.0	3.7
B649	2.056-	1	ULS-Set  B  (auto)/2	50.0	0.0	50.0
B650	2.035+	13	ULS-Set  B  (auto)/1	15.9	0.0	15.9
B650	2.035-	1	ULS-Set  B  (auto)/2	66.3	0.0	66.3
B651	1.930+	1	ULS-Set  B  (auto)/1	0.0	-72.4	72.4
B651	1.930-	13	ULS-Set  B  (auto)/2	0.0	-123.4	123.4
B652	1.946+	1	ULS-Set  B  (auto)/1	0.0	-64.1	64.1
B652	1.946-	13	ULS-Set  B  (auto)/2	0.0	-114.9	114.9
B653	1.958+	1	ULS-Set  B  (auto)/1	0.0	-53.4	53.4
B653	1.958-	13	ULS-Set  B  (auto)/2	0.0	-103.0	103.0
B654	1.967+	1	ULS-Set  B  (auto)/1	0.0	-38.4	38.4
B654	1.967-	13	ULS-Set  B  (auto)/2	0.0	-85.1	85.1
B655	1.971+	1	ULS-Set  B  (auto)/1	0.0	-21.8	21.8
B655	1.971-	13	ULS-Set  B  (auto)/2	0.0	-64.9	64.9
B656	1.971+	1	ULS-Set  B  (auto)/1	0.0	-5.1	5.1
B656	1.971-	13	ULS-Set  B  (auto)/2	0.0	-44.1	44.1
B657	1.967+	7	ULS-Set  B  (auto)/1	0.5	0.0	0.6
B657	1.967-	13	ULS-Set  B  (auto)/2	0.0	-24.0	24.0
B658	2.742	12	ULS-Set  B  (auto)/1	0.2	-1.2	1.4
B658	1.958-	1	ULS-Set  B  (auto)/2	33.6	0.0	33.6
B659	1.946+	13	ULS-Set  B  (auto)/1	5.2	0.0	5.2
B659	1.946-	1	ULS-Set  B  (auto)/2	47.2	0.0	47.2
B660	2.702	12	ULS-Set  B  (auto)/1	0.3	-0.6	0.8
B660	1.930+	1	ULS-Set  B  (auto)/2	35.2	0.0	35.2
B661	2.594-	13	ULS-Set  B  (auto)/1	0.3	-0.1	0.3
B661	2.594+	1	ULS-Set  B  (auto)/2	74.7	0.0	74.7
B662	2.635-	13	ULS-Set  B  (auto)/1	2.3	0.0	2.3
B662	2.635+	1	ULS-Set  B  (auto)/2	79.2	0.0	79.2
B663	4.512	13	ULS-Set  B  (auto)/1	2.4	-0.8	2.9
B663	2.666-	1	ULS-Set  B  (auto)/2	58.1	0.0	58.1
B664	4.223	7	ULS-Set  B  (auto)/1	2.1	-0.6	2.5
B664	2.688-	13	ULS-Set  B  (auto)/2	0.0	-45.1	45.1
B665	3.470	1	ULS-Set  B  (auto)/1	0.6	-0.4	0.9
B665	2.699-	13	ULS-Set  B  (auto)/2	0.0	-72.4	72.4
B666	2.698+	1	ULS-Set  B  (auto)/1	0.0	-19.6	19.6
B666	2.698-	13	ULS-Set  B  (auto)/2	0.0	-99.4	99.4
B667	2.687+	1	ULS-Set  B  (auto)/1	0.0	-41.1	41.1
B667	2.687-	13	ULS-Set  B  (auto)/2	0.0	-125.3	125.3
B668	2.666+	1	ULS-Set  B  (auto)/1	0.0	-61.7	61.7
B668	2.666-	13	ULS-Set  B  (auto)/2	0.0	-149.1	149.1
B669	2.634+	1	ULS-Set  B  (auto)/1	0.0	-78.4	78.4
B669	2.634-	13	ULS-Set  B  (auto)/2	0.0	-167.3	167.3
B670	2.594+	1	ULS-Set  B  (auto)/1	0.0	-84.2	84.2
B670	2.594-	13	ULS-Set  B  (auto)/2	0.0	-170.4	170.4
B671	2.367	14	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B671	2.565+	1	ULS-Set  B  (auto)/2	72.1	0.0	72.1
B672	2.414	12	ULS-Set  B  (auto)/1	0.0	-0.4	0.4
B672	2.616+	1	ULS-Set  B  (auto)/2	71.7	0.0	71.7
B673	1.634	15	ULS-Set  B  (auto)/1	0.8	-0.6	1.3
B673	2.656+	1	ULS-Set  B  (auto)/2	68.1	0.0	68.1
B674	0.767	13	ULS-Set  B  (auto)/1	1.9	-1.0	2.6
B674	2.683+	1	ULS-Set  B  (auto)/2	55.4	0.0	55.4
B675	2.698-	11	ULS-Set  B  (auto)/1	0.0	-0.9	0.9
B675	2.698+	13	ULS-Set  B  (auto)/2	0.0	-38.1	38.1
B676	2.698-	8	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B676	2.698-	13	ULS-Set  B  (auto)/2	0.0	-56.2	56.2
B677	2.683-	1	ULS-Set  B  (auto)/1	0.0	-1.9	1.9
B677	2.683+	13	ULS-Set  B  (auto)/2	0.0	-71.5	71.5
B678	2.655+	1	ULS-Set  B  (auto)/1	0.0	-11.9	11.9
B678	2.655-	13	ULS-Set  B  (auto)/2	0.0	-80.5	80.5
B679	2.615+	1	ULS-Set  B  (auto)/1	0.0	-15.8	15.8
B679	2.615-	13	ULS-Set  B  (auto)/2	0.0	-80.5	80.5
B680	2.564+	1	ULS-Set  B  (auto)/1	0.0	-15.5	15.5
B680	2.564-	13	ULS-Set  B  (auto)/2	0.0	-74.5	74.5
B681	2.540-	13	ULS-Set  B  (auto)/1	14.5	0.0	14.5
B681	2.540+	1	ULS-Set  B  (auto)/2	90.9	0.0	90.9
B682	2.599-	13	ULS-Set  B  (auto)/1	1.9	0.0	1.9
B682	2.599+	1	ULS-Set  B  (auto)/2	76.4	0.0	76.4
B683	1.629	12	ULS-Set  B  (auto)/1	0.6	-0.9	1.3
B683	2.647+	1	ULS-Set  B  (auto)/2	66.7	0.0	66.7
B684	0.766	13	ULS-Set  B  (auto)/1	1.5	-1.3	2.4
B684	2.680+	1	ULS-Set  B  (auto)/2	54.2	0.0	54.2
B685	2.697-	11	ULS-Set  B  (auto)/1	0.4	0.0	0.4
B685	2.697+	1	ULS-Set  B  (auto)/2	38.4	0.0	38.4
B686	2.311	10	ULS-Set  B  (auto)/1	0.8	-0.1	0.8
B686	2.697-	13	ULS-Set  B  (auto)/2	0.0	-51.1	51.1
B687	3.828	1	ULS-Set  B  (auto)/1	0.5	-1.2	1.5
B687	2.680+	13	ULS-Set  B  (auto)/2	0.0	-63.8	63.8
B688	2.646+	1	ULS-Set  B  (auto)/1	0.0	-7.2	7.2
B688	2.646-	13	ULS-Set  B  (auto)/2	0.0	-72.9	72.9
B689	2.599+	1	ULS-Set  B  (auto)/1	0.0	-16.6	16.6
B689	2.599-	13	ULS-Set  B  (auto)/2	0.0	-79.7	79.7
B690	2.539+	1	ULS-Set  B  (auto)/1	0.0	-27.8	27.8
B690	2.539-	13	ULS-Set  B  (auto)/2	0.0	-88.4	88.4
B691	2.521-	13	ULS-Set  B  (auto)/1	20.9	0.0	20.9
B691	2.521+	1	ULS-Set  B  (auto)/2	98.4	0.0	98.4
B692	2.587-	13	ULS-Set  B  (auto)/1	6.2	0.0	6.2
B692	2.587+	1	ULS-Set  B  (auto)/2	81.4	0.0	81.4
B693	1.625	15	ULS-Set  B  (auto)/1	0.9	-0.6	1.3
B693	2.640+	1	ULS-Set  B  (auto)/2	67.3	0.0	67.3
B694	0.765	15	ULS-Set  B  (auto)/1	1.5	-1.3	2.4
B694	2.677+	1	ULS-Set  B  (auto)/2	53.0	0.0	53.0
B695	2.696-	11	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B695	2.696+	1	ULS-Set  B  (auto)/2	37.6	0.0	37.6
B696	1.926	10	ULS-Set  B  (auto)/1	0.8	-0.4	1.1
B696	2.696-	13	ULS-Set  B  (auto)/2	0.0	-50.5	50.5
B697	3.824	1	ULS-Set  B  (auto)/1	0.7	-0.9	1.4
B697	2.677+	13	ULS-Set  B  (auto)/2	0.0	-62.7	62.7
B698	2.640+	1	ULS-Set  B  (auto)/1	0.0	-8.3	8.3
B698	2.640-	13	ULS-Set  B  (auto)/2	0.0	-73.5	73.5
B699	2.587+	1	ULS-Set  B  (auto)/1	0.0	-21.2	21.2
B699	2.587-	13	ULS-Set  B  (auto)/2	0.0	-84.5	84.5
B700	2.520+	1	ULS-Set  B  (auto)/1	0.0	-33.5	33.5
B700	2.520-	13	ULS-Set  B  (auto)/2	0.0	-94.0	94.0
B701	2.509-	13	ULS-Set  B  (auto)/1	23.2	0.0	23.2
B701	2.509+	1	ULS-Set  B  (auto)/2	100.8	0.0	100.8
B702	2.580-	13	ULS-Set  B  (auto)/1	9.1	0.0	9.1
B702	2.580+	1	ULS-Set  B  (auto)/2	85.0	0.0	85.0
B703	2.028	12	ULS-Set  B  (auto)/1	0.2	-1.0	1.1
B703	2.636+	1	ULS-Set  B  (auto)/2	69.1	0.0	69.1
B704	0.764	14	ULS-Set  B  (auto)/1	1.4	-1.4	2.4
B704	2.676+	1	ULS-Set  B  (auto)/2	53.4	0.0	53.4
B705	2.696-	11	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B705	2.696+	1	ULS-Set  B  (auto)/2	37.7	0.0	37.7
B706	2.696+	2	ULS-Set  B  (auto)/1	0.0	-1.0	1.0
B706	2.696-	13	ULS-Set  B  (auto)/2	0.0	-50.0	50.0
B707	3.822	1	ULS-Set  B  (auto)/1	0.7	-0.9	1.4
B707	2.675-	13	ULS-Set  B  (auto)/2	0.0	-62.4	62.4
B708	2.636+	1	ULS-Set  B  (auto)/1	0.0	-9.5	9.5
B708	2.636-	13	ULS-Set  B  (auto)/2	0.0	-74.6	74.6
B709	2.579+	1	ULS-Set  B  (auto)/1	0.0	-23.8	23.8
B709	2.579-	13	ULS-Set  B  (auto)/2	0.0	-87.1	87.1
B710	2.509+	1	ULS-Set  B  (auto)/1	0.0	-34.8	34.8
B710	2.509-	13	ULS-Set  B  (auto)/2	0.0	-94.5	94.5
B711	2.505-	13	ULS-Set  B  (auto)/1	23.9	0.0	23.9
B711	2.505+	1	ULS-Set  B  (auto)/2	101.5	0.0	101.5
B712	2.577-	13	ULS-Set  B  (auto)/1	10.2	0.0	10.2
B712	2.577+	1	ULS-Set  B  (auto)/2	86.3	0.0	86.3
B713	3.243	12	ULS-Set  B  (auto)/1	0.4	-0.5	0.8
B713	2.635+	1	ULS-Set  B  (auto)/2	70.0	0.0	70.0
B714	0.764	13	ULS-Set  B  (auto)/1	1.5	-1.4	2.5
B714	2.675+	1	ULS-Set  B  (auto)/2	53.8	0.0	53.8
B715	2.696-	11	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B715	2.696+	1	ULS-Set  B  (auto)/2	38.0	0.0	38.0
B716	2.696+	2	ULS-Set  B  (auto)/1	0.0	-0.8	0.8
B716	2.696-	13	ULS-Set  B  (auto)/2	0.0	-49.8	49.8
B717	3.821	1	ULS-Set  B  (auto)/1	0.7	-0.9	1.4
B717	2.675+	13	ULS-Set  B  (auto)/2	0.0	-62.4	62.4
B718	2.634-	1	ULS-Set  B  (auto)/1	0.0	-10.0	10.0
B718	2.634+	13	ULS-Set  B  (auto)/2	0.0	-75.1	75.1
B719	2.577-	1	ULS-Set  B  (auto)/1	0.0	-24.7	24.7
B719	2.577+	13	ULS-Set  B  (auto)/2	0.0	-88.0	88.0
B720	2.505-	1	ULS-Set  B  (auto)/1	0.0	-34.9	34.9
B720	2.505+	13	ULS-Set  B  (auto)/2	0.0	-94.2	94.2
B721	2.509-	13	ULS-Set  B  (auto)/1	23.6	0.0	23.6
B721	2.509+	1	ULS-Set  B  (auto)/2	101.3	0.0	101.3
B722	2.580+	13	ULS-Set  B  (auto)/1	9.3	0.0	9.3
B722	2.580-	1	ULS-Set  B  (auto)/2	85.2	0.0	85.2
B723	3.244	12	ULS-Set  B  (auto)/1	0.3	-0.8	1.0
B723	2.636-	1	ULS-Set  B  (auto)/2	69.4	0.0	69.4
